cpu,memory,execution
0.00566864013671875,0.00262451171875,4
0.00566864013671875,0.00262451171875,4
0.00566864013671875,0.00262451171875,2
0.002597808837890625,0.00021648406982421875,241
0.0066070556640625,0.003253936767578125,3
0.00566864013671875,0.00262451171875,2
0.00566864013671875,0.00262451171875,2
0.029052734375,0.00444793701171875,3
0.0025634765625,0.00029277801513671875,2
0.00260162353515625,0.00022792816162109375,241
0.00566864013671875,0.00262451171875,4
0.0025634765625,0.00029754638671875,2
0.0153961181640625,0.0056915283203125,296
0.0081024169921875,0.00182342529296875,3
0.0025634765625,0.00031185150146484375,2
0.0081024169921875,0.00182342529296875,261
0.00566864013671875,0.00262451171875,23
0.00106048583984375,0.00019741058349609375,3
0.00566864013671875,0.00262451171875,2
0.0081024169921875,0.003582000732421875,3
0.002288818359375,0.004364013671875,3
0.0141754150390625,0.00390625,3
0.00566864013671875,0.00262451171875,2
0.0081024169921875,0.00182342529296875,261
0.002246856689453125,0.00020885467529296875,2
0.00566864013671875,0.00262451171875,23
0.00566864013671875,0.00262451171875,3
0.00022029876708984375,0.0097503662109375,3
0.0011444091796875,0.0011844635009765625,3
0.021331787109375,0.027435302734375,3
0.002620697021484375,0.00027179718017578125,2
0.00566864013671875,0.00262451171875,3
0.002468109130859375,0.00022602081298828125,241
0.002025604248046875,0.00342559814453125,58
0.0081024169921875,0.0014705657958984375,13
0.00211334228515625,0.012176513671875,3
0.00823974609375,0.00031757354736328125,3
0.0010128021240234375,0.00019550323486328125,3
0.002597808837890625,0.0002231597900390625,241
0.00566864013671875,0.00262451171875,2
0.011077880859375,0.0013027191162109375,1
0.0,0.0008974075317382812,3
0.00223541259765625,0.0002117156982421875,241
0.0016193389892578125,0.0020751953125,3
0.0012416839599609375,0.000194549560546875,3
0.00823974609375,0.00031757354736328125,3
0.001171112060546875,0.00019550323486328125,3
0.0111236572265625,0.0013027191162109375,72
0.0015316009521484375,0.00023174285888671875,3
0.0081024169921875,0.003582000732421875,3
0.002239227294921875,0.00020885467529296875,2
0.0230712890625,0.004241943359375,3
0.00566864013671875,0.00262451171875,2
0.016204833984375,0.002605438232421875,3
0.002468109130859375,0.00022602081298828125,241
0.0097198486328125,0.0022125244140625,2
0.0081024169921875,0.002475738525390625,115
0.0081024169921875,0.001140594482421875,3
0.0111541748046875,0.0013027191162109375,3
0.00566864013671875,0.0015621185302734375,3
0.0011272430419921875,0.0002002716064453125,3
0.0011272430419921875,0.0002002716064453125,3
0.001171112060546875,0.00019550323486328125,3
0.00566864013671875,0.00262451171875,2
0.0081024169921875,0.00403594970703125,3
0.002597808837890625,0.0002231597900390625,241
0.0111541748046875,0.0013027191162109375,3
0.0081024169921875,0.001750946044921875,3
0.03485107421875,0.00650787353515625,3
0.0088958740234375,0.0013027191162109375,72
0.00241851806640625,0.00025653839111328125,2
0.0002727508544921875,0.00016307830810546875,3
0.02008056640625,0.0078887939453125,3
0.002109527587890625,0.0002155303955078125,2
0.0089263916015625,0.00031757354736328125,3
0.002239227294921875,0.00020885467529296875,2
0.002513885498046875,0.00021839141845703125,241
0.00566864013671875,0.00262451171875,3
0.0011272430419921875,0.0002002716064453125,3
0.002079010009765625,0.0002117156982421875,241
0.00566864013671875,0.00262451171875,2
0.002239227294921875,0.00020885467529296875,2
0.002288818359375,0.00027751922607421875,2
0.002239227294921875,0.00020885467529296875,2
0.00252532958984375,0.000286102294921875,2
0.0089263916015625,0.00031757354736328125,3
0.00566864013671875,0.00262451171875,2
0.020233154296875,0.0013027191162109375,3
0.00566864013671875,0.0015621185302734375,3
0.016204833984375,0.002605438232421875,3
0.003238677978515625,0.00390625,1
0.00566864013671875,0.00262451171875,3
0.002552032470703125,0.00023651123046875,241
0.00241851806640625,0.0002574920654296875,2
0.0081024169921875,0.00182342529296875,261
0.0528564453125,0.00528717041015625,3
0.001171112060546875,0.00019550323486328125,3
0.0081024169921875,0.0014705657958984375,2
0.00395965576171875,0.0053863525390625,3
0.002513885498046875,0.00022792816162109375,241
0.00484466552734375,0.001094818115234375,3
0.03973388671875,0.013275146484375,3
0.002521514892578125,0.00033855438232421875,3
0.0106201171875,0.0013027191162109375,3
0.0216064453125,0.0013027191162109375,3
0.0528564453125,0.0063018798828125,3
0.0013027191162109375,0.00021076202392578125,1
0.00616455078125,0.00296783447265625,3
0.016204833984375,0.002605438232421875,16
0.00566864013671875,0.00262451171875,2
0.010528564453125,0.001953125,3
0.0011444091796875,0.001560211181640625,3
0.00440216064453125,0.00524139404296875,3
0.002597808837890625,0.00021648406982421875,241
0.00022029876708984375,0.0097503662109375,3
0.002513885498046875,0.00022792816162109375,241
0.009490966796875,0.0013027191162109375,3
0.0111541748046875,0.0013027191162109375,3
0.002552032470703125,0.00020313262939453125,241
0.00566864013671875,0.00262451171875,2
0.016204833984375,0.002605438232421875,3
0.0023193359375,0.00020885467529296875,2
0.00566864013671875,0.00262451171875,3
0.00566864013671875,0.00262451171875,2
0.0088958740234375,0.0013027191162109375,72
0.002239227294921875,0.00020885467529296875,2
0.0081024169921875,0.00650787353515625,3
0.00244903564453125,0.0002803802490234375,2
0.002246856689453125,0.00029659271240234375,53
0.00566864013671875,0.00262451171875,3
0.03521728515625,0.0106201171875,3
0.0027313232421875,0.00020885467529296875,2
0.00106048583984375,0.00019741058349609375,3
0.0081024169921875,0.00403594970703125,4
0.0111541748046875,0.0013027191162109375,3
0.0018711090087890625,0.00025177001953125,53
0.002048492431640625,0.00023555755615234375,2
0.0081024169921875,0.00182342529296875,133
0.00823974609375,0.00031757354736328125,3
0.0081024169921875,0.002475738525390625,3
0.0,0.0008974075317382812,3
0.0027313232421875,0.00021266937255859375,2
0.0111541748046875,0.0013027191162109375,3
0.002368927001953125,0.00027751922607421875,2
0.0006780624389648438,0.003879547119140625,19
0.00457763671875,0.00719451904296875,3
0.00566864013671875,0.00262451171875,2
0.00223541259765625,0.00021266937255859375,241
0.00222015380859375,0.00023555755615234375,2
0.0081024169921875,0.00403594970703125,4
0.0081024169921875,0.00182342529296875,133
0.00566864013671875,0.00262451171875,3
0.0027313232421875,0.00021266937255859375,2
0.0081024169921875,0.0014705657958984375,1
0.002391815185546875,0.00024700164794921875,241
0.0141754150390625,0.00390625,3
0.0081024169921875,0.0014705657958984375,3
0.0081024169921875,0.0014705657958984375,13
0.0034332275390625,0.00687408447265625,3
0.00566864013671875,0.00262451171875,4
0.0089263916015625,0.00031757354736328125,3
0.00566864013671875,0.00262451171875,2
0.0111541748046875,0.0013027191162109375,3
0.0141754150390625,0.00390625,3
0.0141754150390625,0.00390625,3
0.00244903564453125,0.0002803802490234375,2
0.001171112060546875,0.000194549560546875,3
0.002552032470703125,0.00023651123046875,241
0.0081024169921875,0.00182342529296875,133
0.00566864013671875,0.00262451171875,2
0.002376556396484375,0.002468109130859375,3
0.00566864013671875,0.00262451171875,2
0.016204833984375,0.00390625,3
0.002597808837890625,0.0002231597900390625,241
0.002239227294921875,0.00020885467529296875,2
0.00566864013671875,0.00262451171875,4
0.0111236572265625,0.0013027191162109375,72
0.0111236572265625,0.0013027191162109375,72
0.002552032470703125,0.00023651123046875,241
0.0123291015625,0.05078125,3
0.0011272430419921875,0.0002002716064453125,3
0.0081024169921875,0.00182342529296875,3
0.002109527587890625,0.0002155303955078125,2
0.016204833984375,0.002605438232421875,16
0.0023193359375,0.00020885467529296875,2
0.00566864013671875,0.00262451171875,4
0.002178192138671875,0.00027179718017578125,2
0.0016727447509765625,0.00033664703369140625,3
0.00566864013671875,0.00262451171875,3
0.00566864013671875,0.00262451171875,4
0.002597808837890625,0.00019168853759765625,241
0.0089263916015625,0.00031757354736328125,3
0.00566864013671875,0.00262451171875,3
0.00244903564453125,0.00025844573974609375,2
0.00566864013671875,0.00262451171875,2
0.00566864013671875,0.00262451171875,23
0.0011138916015625,0.00019741058349609375,3
0.00566864013671875,0.00262451171875,2
0.002552032470703125,0.00023651123046875,241
0.01019287109375,0.0013027191162109375,3
0.0141754150390625,0.00390625,3
0.00566864013671875,0.00262451171875,2
0.0087127685546875,0.00615692138671875,3
0.002288818359375,0.004364013671875,3
0.00566864013671875,0.00262451171875,2
0.002178192138671875,0.0002613067626953125,2
0.002376556396484375,0.007843017578125,3
0.002620697021484375,0.00017070770263671875,2
0.002239227294921875,0.00020885467529296875,2
0.001171112060546875,0.00019550323486328125,3
0.002521514892578125,0.0003299713134765625,3
0.0141754150390625,0.00616455078125,3
0.0081024169921875,0.0014705657958984375,1
0.0008802413940429688,0.0013904571533203125,83
0.002674102783203125,0.00026607513427734375,2
0.016204833984375,0.002605438232421875,1
0.0081024169921875,0.00386810302734375,3
0.020050048828125,0.0013027191162109375,4
0.003787994384765625,0.009918212890625,3
0.00566864013671875,0.00262451171875,2
0.00405120849609375,0.00390625,3
0.00223541259765625,0.00021457672119140625,241
0.013214111328125,0.003879547119140625,19
0.016204833984375,0.002605438232421875,3
0.009490966796875,0.0013027191162109375,3
0.00566864013671875,0.00262451171875,23
0.0081024169921875,0.003582000732421875,3
0.001773834228515625,0.00023555755615234375,2
0.00211334228515625,0.004364013671875,3
0.00750732421875,0.0013027191162109375,3
0.00244903564453125,0.000217437744140625,2
0.0081024169921875,0.0078125,16
0.00563812255859375,0.00605010986328125,3
0.0081024169921875,0.001750946044921875,3
0.0111541748046875,0.0013027191162109375,3
0.0126800537109375,0.003253936767578125,3
0.0023193359375,0.00020885467529296875,2
0.017608642578125,0.0139923095703125,3
0.0088043212890625,0.00182342529296875,3
0.0111541748046875,0.0013027191162109375,3
0.002025604248046875,0.00429534912109375,3
0.00106048583984375,0.00019741058349609375,3
0.00566864013671875,0.0015621185302734375,3
0.0111236572265625,0.0013027191162109375,72
0.0111541748046875,0.0013027191162109375,3
0.0081024169921875,0.0014705657958984375,2
0.0081024169921875,0.003612518310546875,3
0.021026611328125,0.0013027191162109375,3
0.0081024169921875,0.0014705657958984375,2
0.002674102783203125,0.0002155303955078125,2
0.00360870361328125,0.00530242919921875,72
0.010284423828125,0.0013027191162109375,1
0.01727294921875,0.0104217529296875,3
0.001373291015625,0.00019168853759765625,1
0.002597808837890625,0.0002193450927734375,241
0.002239227294921875,0.00020885467529296875,2
0.016204833984375,0.0137939453125,3
0.0010128021240234375,0.00019550323486328125,3
0.00566864013671875,0.00262451171875,4
0.00211334228515625,0.004364013671875,3
0.0018177032470703125,0.000385284423828125,3
0.0025177001953125,0.0002269744873046875,2
0.00162506103515625,0.00042057037353515625,3
0.002597808837890625,0.0002231597900390625,241
0.002597808837890625,0.00021648406982421875,241
0.00566864013671875,0.00262451171875,4
0.0111541748046875,0.0013027191162109375,3
0.0015850067138671875,0.0002956390380859375,3
0.0023193359375,0.00020885467529296875,2
0.021697998046875,0.0013027191162109375,3
0.002239227294921875,0.00020885467529296875,2
0.0065155029296875,0.002960205078125,3
0.0023193359375,0.00020885467529296875,2
0.00252532958984375,0.000286102294921875,2
0.00566864013671875,0.00262451171875,3
0.0043182373046875,0.0111541748046875,251
0.002109527587890625,0.0002155303955078125,2
0.00566864013671875,0.00262451171875,3
0.0111541748046875,0.0013027191162109375,3
0.0015583038330078125,0.00043582916259765625,3
0.0090179443359375,0.0013027191162109375,1
0.00566864013671875,0.00262451171875,2
0.00566864013671875,0.00262451171875,2
0.00885009765625,0.0013027191162109375,1
0.0528564453125,0.005523681640625,3
0.0096893310546875,0.0013027191162109375,72
0.00678253173828125,0.00380706787109375,3
0.0528564453125,0.005645751953125,3
0.01214599609375,0.0078125,3
0.0111541748046875,0.0013027191162109375,3
0.011077880859375,0.0013027191162109375,1
0.0012416839599609375,0.000213623046875,3
0.002109527587890625,0.0002155303955078125,2
0.00457763671875,0.00608062744140625,3
0.00823974609375,0.00031757354736328125,19
0.0123291015625,0.05078125,3
0.002288818359375,0.015899658203125,3
0.140869140625,0.0416259765625,3
0.0141754150390625,0.00390625,3
0.028717041015625,0.01300048828125,3
0.002819061279296875,0.00572967529296875,3
0.016204833984375,0.002605438232421875,3
0.0081024169921875,0.0016155242919921875,3
0.00566864013671875,0.00262451171875,3
0.0081024169921875,0.00182342529296875,261
0.007843017578125,0.026031494140625,152
0.02276611328125,0.0118255615234375,3
0.0081024169921875,0.0014705657958984375,1
0.00566864013671875,0.00262451171875,4
0.00566864013671875,0.00262451171875,3
0.0011272430419921875,0.0002002716064453125,3
0.0002727508544921875,0.00016307830810546875,3
0.0081024169921875,0.002475738525390625,3
0.00566864013671875,0.00262451171875,2
0.016204833984375,0.002605438232421875,3
0.010528564453125,0.001953125,3
0.00566864013671875,0.00262451171875,3
0.0099639892578125,0.0013027191162109375,3
0.002597808837890625,0.0002231597900390625,241
0.0081024169921875,0.00182342529296875,133
0.00566864013671875,0.00262451171875,2
0.0111236572265625,0.0013027191162109375,72
0.0097198486328125,0.0017528533935546875,3
0.00679779052734375,0.0013027191162109375,1
0.0089263916015625,0.00031757354736328125,3
0.00106048583984375,0.00019741058349609375,3
0.0528564453125,0.00560760498046875,3
0.002162933349609375,0.00020885467529296875,2
0.019317626953125,0.0013027191162109375,3
0.00823974609375,0.00031757354736328125,19
0.0016689300537109375,0.0003299713134765625,3
0.00022029876708984375,0.0097503662109375,3
0.0111541748046875,0.0013027191162109375,3
0.00589752197265625,0.00197601318359375,16
0.003787994384765625,0.003875732421875,3
0.00566864013671875,0.00262451171875,2
0.0223388671875,0.0013027191162109375,3
0.011688232421875,0.003253936767578125,3
0.001171112060546875,0.000194549560546875,3
0.0081024169921875,0.00182342529296875,3
0.021026611328125,0.0013027191162109375,3
0.0088958740234375,0.0013027191162109375,72
0.002597808837890625,0.00022220611572265625,241
0.0025634765625,0.000335693359375,2
0.0081024169921875,0.003582000732421875,3
0.01214599609375,0.0078125,3
0.00106048583984375,0.00019741058349609375,3
0.0017528533935546875,0.0002002716064453125,3
0.0016689300537109375,0.0003757476806640625,3
0.00566864013671875,0.00262451171875,3
0.002391815185546875,0.000225067138671875,241
0.00566864013671875,0.00262451171875,23
0.0025177001953125,0.000194549560546875,2
0.00260162353515625,0.00022792816162109375,241
0.001773834228515625,0.00023555755615234375,2
0.00566864013671875,0.00262451171875,3
0.00566864013671875,0.00262451171875,3
0.002239227294921875,0.00020885467529296875,2
0.0081024169921875,0.0078125,16
0.0141754150390625,0.00390625,3
0.010009765625,0.0013027191162109375,1
0.002597808837890625,0.0002231597900390625,241
0.0008096694946289062,0.0008897781372070312,3
0.00566864013671875,0.00262451171875,2
0.00566864013671875,0.00262451171875,3
0.018402099609375,0.009246826171875,3
0.002025604248046875,0.00921630859375,3
0.0528564453125,0.00567626953125,3
0.0081024169921875,0.00182342529296875,3
0.0081024169921875,0.00182342529296875,133
0.016204833984375,0.002605438232421875,3
0.00566864013671875,0.00262451171875,3
0.0012416839599609375,0.000194549560546875,3
0.00566864013671875,0.00262451171875,3
0.011077880859375,0.0013027191162109375,1
0.010528564453125,0.001953125,3
0.0141754150390625,0.00390625,3
0.01214599609375,0.0078125,3
0.008819580078125,0.0013027191162109375,72
0.00260162353515625,0.00022792816162109375,241
0.0528564453125,0.0052337646484375,3
0.0081024169921875,0.0014705657958984375,2
0.00566864013671875,0.00262451171875,2
0.0,0.0039825439453125,3
0.00325775146484375,0.023773193359375,3
0.0081024169921875,0.00182342529296875,133
0.00566864013671875,0.00262451171875,4
0.0093841552734375,0.0013027191162109375,3
0.002239227294921875,0.00020885467529296875,2
0.0090179443359375,0.0013027191162109375,1
0.0081024169921875,0.002475738525390625,115
0.00566864013671875,0.00262451171875,2
0.0141754150390625,0.00390625,3
0.0111541748046875,0.0013027191162109375,3
0.0023193359375,0.00020885467529296875,2
0.016387939453125,0.00638580322265625,4
0.00260162353515625,0.00022792816162109375,241
0.02178955078125,0.0013027191162109375,3
0.002288818359375,0.004364013671875,3
0.0528564453125,0.00563812255859375,3
0.00566864013671875,0.00262451171875,2
0.0042266845703125,0.0037994384765625,3
0.0016193389892578125,0.0020751953125,3
0.00566864013671875,0.00262451171875,2
0.002597808837890625,0.00021648406982421875,241
0.0012416839599609375,0.000194549560546875,3
0.0015239715576171875,0.00037384033203125,3
0.009368896484375,0.002399444580078125,5
0.0081024169921875,0.00182342529296875,133
0.001171112060546875,0.000194549560546875,3
0.0011272430419921875,0.0002002716064453125,3
0.00566864013671875,0.0015621185302734375,3
0.00566864013671875,0.00262451171875,3
0.00566864013671875,0.00262451171875,2
0.002246856689453125,0.00020885467529296875,2
0.0081024169921875,0.026031494140625,152
0.0012416839599609375,0.000213623046875,3
0.002513885498046875,0.00022792816162109375,241
0.0110015869140625,0.0013027191162109375,1
0.00566864013671875,0.00262451171875,4
0.0081024169921875,0.00182342529296875,261
0.002597808837890625,0.00022220611572265625,241
0.00566864013671875,0.00262451171875,2
0.0081024169921875,0.00403594970703125,4
0.03533935546875,0.019500732421875,3
0.019439697265625,0.0013027191162109375,3
0.0141754150390625,0.00390625,174
0.00566864013671875,0.00262451171875,4
0.002239227294921875,0.00020885467529296875,2
0.00030422210693359375,0.0012416839599609375,3
0.00440216064453125,0.00521087646484375,3
0.0111541748046875,0.0013027191162109375,3
0.0081024169921875,0.003582000732421875,3
0.002468109130859375,0.00022602081298828125,241
0.0023193359375,0.00020885467529296875,2
0.002605438232421875,0.00033855438232421875,3
0.016204833984375,0.002605438232421875,3
0.0081024169921875,0.002475738525390625,28
0.0089263916015625,0.00031757354736328125,3
0.0528564453125,0.0078887939453125,3
0.00566864013671875,0.00262451171875,3
0.00302886962890625,0.00020599365234375,2
0.00566864013671875,0.00262451171875,3
0.017852783203125,0.0013027191162109375,3
0.00566864013671875,0.00262451171875,2
0.0081024169921875,0.0014705657958984375,2
0.00566864013671875,0.00262451171875,2
0.0088043212890625,0.0010318756103515625,3
0.0089263916015625,0.00031757354736328125,3
0.017608642578125,0.0101776123046875,3
0.00231170654296875,0.0002117156982421875,241
0.002521514892578125,0.00035572052001953125,3
0.002597808837890625,0.0002231597900390625,241
0.00260162353515625,0.00022792816162109375,241
0.002109527587890625,0.0002155303955078125,2
0.0081024169921875,0.00182342529296875,133
0.0081024169921875,0.001750946044921875,3
0.002597808837890625,0.00021648406982421875,241
0.00566864013671875,0.0015621185302734375,3
0.00260162353515625,0.00022792816162109375,241
0.0011272430419921875,0.0002002716064453125,3
0.0223388671875,0.0013027191162109375,3
0.0081024169921875,0.00182342529296875,3
0.00566864013671875,0.00262451171875,3
0.00933837890625,0.00484466552734375,75
0.0141754150390625,0.00390625,3
0.0081024169921875,0.0014705657958984375,1
0.0081024169921875,0.002475738525390625,115
0.00260162353515625,0.00022792816162109375,241
0.0081024169921875,0.003582000732421875,3
0.016204833984375,0.002605438232421875,3
0.009490966796875,0.0013027191162109375,3
0.002246856689453125,0.00020885467529296875,2
0.002468109130859375,0.00022602081298828125,241
0.0111541748046875,0.0013027191162109375,3
0.0111541748046875,0.0013027191162109375,3
0.0141754150390625,0.00390625,3
0.021331787109375,0.0118255615234375,3
0.0097198486328125,0.0017528533935546875,3
0.0012416839599609375,0.000213623046875,3
0.011077880859375,0.0013027191162109375,1
0.0081024169921875,0.00182342529296875,3
0.001399993896484375,0.0002002716064453125,3
0.00566864013671875,0.00262451171875,4
0.002246856689453125,0.00020885467529296875,2
0.002025604248046875,0.0010166168212890625,3
0.00260162353515625,0.00022792816162109375,241
0.001567840576171875,0.00028133392333984375,188
0.00598907470703125,0.002941131591796875,3
0.00823974609375,0.00031757354736328125,19
0.00566864013671875,0.00262451171875,3
0.016204833984375,0.002605438232421875,3
0.00566864013671875,0.00262451171875,2
0.00337982177734375,0.0003719329833984375,53
0.0081024169921875,0.00182342529296875,261
0.0111541748046875,0.0013027191162109375,3
0.003082275390625,0.0201416015625,251
0.011077880859375,0.0013027191162109375,1
0.0111236572265625,0.0013027191162109375,72
0.00566864013671875,0.00262451171875,4
0.0081024169921875,0.00403594970703125,3
0.00678253173828125,0.002960205078125,3
0.0111236572265625,0.0013027191162109375,72
0.0054931640625,0.0675048828125,4
0.002597808837890625,0.0002231597900390625,241
0.016204833984375,0.002605438232421875,1
0.00252532958984375,0.00024127960205078125,2
0.00566864013671875,0.00262451171875,2
0.011688232421875,0.003253936767578125,3
0.00566864013671875,0.0015621185302734375,3
0.038330078125,0.0137786865234375,3
0.0081024169921875,0.003582000732421875,3
0.0011272430419921875,0.0002002716064453125,3
0.010040283203125,0.0013027191162109375,1
0.0120697021484375,0.00591278076171875,3
0.0141754150390625,0.00390625,3
0.002239227294921875,0.00020885467529296875,2
0.00566864013671875,0.00262451171875,3
0.0066070556640625,0.00521087646484375,3
0.00710296630859375,0.0013027191162109375,72
0.00566864013671875,0.00262451171875,1
0.0109710693359375,0.0013027191162109375,5
0.0111541748046875,0.0013027191162109375,3
0.0027923583984375,0.00029277801513671875,2
0.00566864013671875,0.00262451171875,3
0.0081939697265625,0.004364013671875,3
0.0014972686767578125,0.00033664703369140625,3
0.0111541748046875,0.0013027191162109375,3
0.002597808837890625,0.00021648406982421875,241
0.00566864013671875,0.00262451171875,4
0.0011138916015625,0.00019741058349609375,3
0.0011272430419921875,0.0002002716064453125,3
0.00566864013671875,0.00262451171875,3
0.0111236572265625,0.0013027191162109375,72
0.00211334228515625,0.004364013671875,3
0.00566864013671875,0.00262451171875,3
0.002246856689453125,0.00035572052001953125,53
0.00566864013671875,0.00262451171875,2
0.0081024169921875,0.00182342529296875,3
0.0012416839599609375,0.000213623046875,3
0.002178192138671875,0.00027179718017578125,2
0.00566864013671875,0.00262451171875,3
0.00566864013671875,0.00262451171875,3
0.0111541748046875,0.0013027191162109375,3
0.0081024169921875,0.0014705657958984375,13
0.0081024169921875,0.0014705657958984375,2
0.002674102783203125,0.0001850128173828125,2
0.00566864013671875,0.00262451171875,2
0.0081024169921875,0.0014705657958984375,3
0.0012416839599609375,0.000194549560546875,3
0.00566864013671875,0.00262451171875,23
0.010467529296875,0.0013027191162109375,1
0.00475311279296875,0.005126953125,3
0.0097808837890625,0.00182342529296875,3
0.00566864013671875,0.00262451171875,3
0.0011272430419921875,0.0002002716064453125,3
0.002109527587890625,0.0002155303955078125,2
0.0242919921875,0.0087738037109375,4
0.002513885498046875,0.00022792816162109375,241
0.0012149810791015625,0.0015468597412109375,3
0.0081024169921875,0.003612518310546875,3
0.00566864013671875,0.00262451171875,3
0.0081024169921875,0.00144195556640625,3
0.0081024169921875,0.003612518310546875,3
0.029052734375,0.00457000732421875,3
0.00566864013671875,0.00262451171875,2
0.002597808837890625,0.0002231597900390625,241
0.0027313232421875,0.00020694732666015625,2
0.0008096694946289062,0.000762939453125,3
0.002468109130859375,0.00022602081298828125,241
0.0111541748046875,0.0013027191162109375,3
0.00566864013671875,0.00262451171875,3
0.00566864013671875,0.00262451171875,3
0.016204833984375,0.002605438232421875,32
0.0141754150390625,0.00390625,3
0.0081024169921875,0.0078125,16
0.0081024169921875,0.003368377685546875,3
0.0141754150390625,0.00390625,3
0.0111541748046875,0.0013027191162109375,3
0.00566864013671875,0.00262451171875,8
0.00647735595703125,0.0015621185302734375,3
0.0066070556640625,0.00521087646484375,3
0.0012149810791015625,0.00019550323486328125,3
0.002521514892578125,0.00034332275390625,3
0.0081024169921875,0.003582000732421875,3
0.001941680908203125,0.00022411346435546875,2
0.002239227294921875,0.00020885467529296875,2
0.013214111328125,0.003879547119140625,19
0.00260162353515625,0.00022792816162109375,241
0.002101898193359375,0.000232696533203125,2
0.016204833984375,0.002605438232421875,3
0.0111541748046875,0.0013027191162109375,3
0.00566864013671875,0.00262451171875,2
0.00566864013671875,0.00262451171875,4
0.01751708984375,0.0013027191162109375,3
0.010345458984375,0.0013027191162109375,72
0.002597808837890625,0.0002231597900390625,241
0.002513885498046875,0.00022792816162109375,241
0.01019287109375,0.0013027191162109375,3
0.002552032470703125,0.00023651123046875,241
0.0081024169921875,0.003612518310546875,3
0.0023193359375,0.00020885467529296875,2
0.0012416839599609375,0.000213623046875,3
0.00566864013671875,0.00262451171875,2
0.0012149810791015625,0.0015468597412109375,3
0.0010128021240234375,0.00019550323486328125,3
0.016204833984375,0.002605438232421875,16
0.0111541748046875,0.0013027191162109375,3
0.00566864013671875,0.00262451171875,2
0.002521514892578125,0.00034332275390625,3
0.002391815185546875,0.00021266937255859375,241
0.010528564453125,0.001953125,3
0.00566864013671875,0.00262451171875,2
0.002597808837890625,0.00019168853759765625,241
0.022003173828125,0.0014133453369140625,3
0.00566864013671875,0.00262451171875,4
0.00566864013671875,0.0015621185302734375,3
0.0012416839599609375,0.000213623046875,3
0.0111541748046875,0.0013027191162109375,3
0.0087738037109375,0.0013027191162109375,1
0.00325775146484375,0.023773193359375,3
0.0023193359375,0.00020885467529296875,2
0.0111541748046875,0.0013027191162109375,3
0.00566864013671875,0.00262451171875,23
0.0012149810791015625,0.0015468597412109375,3
0.0012416839599609375,0.000213623046875,3
0.002552032470703125,0.00023651123046875,241
0.00244903564453125,0.0002727508544921875,2
0.0081024169921875,0.00182342529296875,133
0.0092926025390625,0.0013027191162109375,1
0.00252532958984375,0.000286102294921875,2
0.00566864013671875,0.00262451171875,4
0.00566864013671875,0.00262451171875,2
